,city,crimes,engineered_location,northeast_lat,northeast_long,per-capita_crime,population,southwest_lat,southwest_long,state,year
6639,WARREN,2.0,9285114.707060834,42.251275,-72.1418431,0.00043159257660768235,4634.0,42.1535879,-72.264612,MA,1996.0
6640,TOWSON,2.0,9110475.907949459,39.4210171,-76.563109,2.7730866395458794e-06,721218.0,39.371705,-76.6671741,MD,1996.0
6641,ROCKVILLE,2.0,9092664.40082521,39.120714,-77.0919957,2.5021831548025654e-06,799302.0,39.053153,-77.20030179999998,MD,1996.0
6642,LANDOVER,4.0,8963398.911499964,38.9426791,-76.8806323,6.20784485354142e-06,644346.0,38.9253202,-76.91264709999999,MD,1996.0
6643,BALTIMORE,6.0,9060122.298455507,39.3722059,-76.52945279999999,8.37467164308266e-06,716446.0,39.1972069,-76.7115191,MD,1996.0
6644,LIVERMORE FALLS,2.0,9713511.121103587,44.487305,-70.1005859,0.0005839416058394161,3425.0,44.3693818,-70.19967779999999,ME,1996.0
6645,PORTLAND,12.0,9399855.411548259,43.727658,-70.0769348,0.00019364833462432224,61968.0,43.60636289999999,-70.3460949,ME,1996.0
6646,AUGUSTA,6.0,9556721.157609625,44.3917829,-69.625485,0.00030277034869051825,19817.0,44.275081,-69.83589909999999,ME,1996.0
6647,HALLOWELL,2.0,9560476.564752098,44.314703,-69.77836090000001,0.0008565310492505353,2335.0,44.2617021,-69.85263990000001,ME,1996.0
6648,WINTHROP,2.0,9611192.945731953,44.35931,-69.876458,0.00032986970146792015,6063.0,44.266888,-70.045887,ME,1996.0
6649,OXFORD,2.0,9673899.73178496,44.200589,-70.3917239,0.0005367686527106817,3726.0,44.0604381,-70.56723690000003,ME,1996.0
6650,DOUGLAS,2.0,13512129.570551818,42.650703,-86.188875,0.0019569471624266144,1022.0,42.628152,-86.228313,MI,1996.0
6651,HASTINGS,4.0,13232402.936194466,42.6687779,-85.265621,0.00011505162941870164,34767.0,42.6317459,-85.314222,MI,1996.0
6652,BENTON HARBOR,2.0,13255285.770157741,42.141749,-86.4109269,0.00011287955751213455,17718.0,42.0925281,-86.477448,MI,1996.0
6653,BRIDGMAN,2.0,13179866.602274798,41.953826,-86.542992,0.0008481764206955047,2358.0,41.9214239,-86.59075190000001,MI,1996.0
6654,BUCHANAN,2.0,13049966.407102592,41.84289879999999,-86.342061,0.0004018485031143259,4977.0,41.8132588,-86.3875589,MI,1996.0
6655,BATTLE CREEK,8.0,12994752.691989306,42.3594329,-85.131951,0.00010333914616030486,77415.0,42.246071,-85.298024,MI,1996.0
6656,CLARE,2.0,13797555.77979601,43.8438991,-84.73196209999998,0.0006406149903907751,3122.0,43.803541,-84.78841290000003,MI,1996.0
6657,FLINT,4.0,12959892.354657091,43.079336,-83.6205449,8.229944653622204e-05,48603.0,42.945636,-83.772285,MI,1996.0
6658,TRAVERSE CITY,8.0,14674449.561482245,44.7825729,-85.550775,0.0005045090496310778,15857.0,44.7151419,-85.65924,MI,1996.0
6659,BAD AXE,2.0,13217739.687470749,43.820431,-82.973559,9.216589861751152e-05,21700.0,43.787787,-83.02097590000002,MI,1996.0
6660,MOUNT PLEASANT,2.0,13658558.861484483,43.6264709,-84.73786700000002,8.296689620841284e-05,24106.0,43.567944,-84.802802,MI,1996.0
6661,PORTAGE,2.0,13046139.73284049,42.245339,-85.52825279999998,4.6550600502746487e-05,42964.0,42.1573499,-85.64861090000002,MI,1996.0
6662,GRAND RAPIDS,4.0,13539736.682175908,43.0290509,-85.5686459,2.406246616215696e-05,166234.0,42.8836659,-85.7515321,MI,1996.0
6663,HOWELL,2.0,12790536.890217045,42.6293579,-83.912418,0.0002176278563656148,9190.0,42.5846139,-83.96553,MI,1996.0
6664,NEW BALTIMORE,2.0,12467899.17471071,42.7060588,-82.70596590000002,0.0003350644999162339,5969.0,42.651146,-82.76300390000002,MI,1996.0
6665,UTICA,8.0,12523466.333025062,42.6371819,-82.992974,0.00015926102882624622,50232.0,42.6164161,-83.04582590000003,MI,1996.0
6666,MONROE,6.0,12218658.706305042,41.9508681,-83.3335119,5.761364291064124e-05,104142.0,41.886811,-83.442172,MI,1996.0
6667,CLAWSON,2.0,12508977.31012466,42.5483009,-83.126738,0.00013885031935573453,14404.0,42.5255669,-83.1665589,MI,1996.0
6668,STURGIS,2.0,12744023.049619852,41.8248169,-85.38669200000002,0.00018995156235160034,10529.0,41.763171,-85.445431,MI,1996.0
6669,CARO,4.0,13155019.46842284,43.50983400000001,-83.374062,0.000988875154511743,4045.0,43.467779,-83.42681379999998,MI,1996.0
6670,SOUTH HAVEN,2.0,13377281.44027003,42.4229429,-86.239817,0.0003475842891901286,5754.0,42.3742759,-86.28930190000001,MI,1996.0
6671,ALLEN PARK,2.0,12365883.85919624,42.300989,-83.18364,6.564264145989234e-05,30468.0,42.222783,-83.231911,MI,1996.0
6672,BELLEVILLE,4.0,12413336.059249131,42.213858,-83.472229,0.0012706480304955528,3148.0,42.1900568,-83.499014,MI,1996.0
6673,NEW BOSTON,2.0,12365365.56421,42.1689288,-83.39330129999998,0.00018547713994250208,10783.0,42.1536155,-83.4158145,MI,1996.0
6674,PLYMOUTH,2.0,12507438.014364192,42.384451,-83.4455209,8.193027733398878e-05,24411.0,42.358502,-83.486869,MI,1996.0
6675,MANKATO,20.0,17241148.852371227,44.2413669,-93.9060789,0.0006244536030972898,32028.0,44.125596,-94.0488249,MN,1996.0
6676,MOORHEAD,2.0,20553686.902166218,46.9197069,-96.6724748,5.9294396679513786e-05,33730.0,46.8118209,-96.8001599,MN,1996.0
6677,HASTINGS,2.0,17252348.97045827,44.7607749,-92.8112148,0.00011990407673860912,16680.0,44.70223,-92.901129,MN,1996.0
6678,EDINA,2.0,17567997.876130678,44.930599,-93.3187559,4.215673875468994e-05,47442.0,44.8597911,-93.4015051,MN,1996.0
6679,MINNEAPOLIS,36.0,17589852.90222124,45.05125,-93.193794,9.955889876795863e-05,361595.0,44.890144,-93.329163,MN,1996.0
6680,MINNETONKA,2.0,17637323.853488546,44.97884000000001,-93.39906,3.8618239394466004e-05,51789.0,44.891272,-93.5233429,MN,1996.0
6681,SAINT LOUIS PARK,2.0,17613804.54193989,44.978702,-93.3285261,4.6151006091932804e-05,43336.0,44.9195659,-93.410629,MN,1996.0
6682,ST. PAUL,2.0,17507140.294871494,44.992016,-93.0043198,0.0001953506544246923,10238.0,44.887399,-93.207787,MN,1996.0
6683,MAPLEWOOD,2.0,17502809.494263325,45.0368763,-92.983301,5.8429986268953225e-05,34229.0,44.890767,-93.1059679,MN,1996.0
6684,SAINT PAUL,10.0,17507140.294871494,44.992016,-93.0043198,3.7412268230998306e-05,267292.0,44.887399,-93.207787,MN,1996.0
6685,WHITE BEAR LAKE,2.0,17603036.94203931,45.1626269,-92.9843831,8.011215701982776e-05,24965.0,45.035782,-93.076637,MN,1996.0
6686,DULUTH,10.0,18554926.526313923,46.8807361,-91.920616,0.0001167365140142185,85663.0,46.6492409,-92.301192,MN,1996.0
6687,ST CLOUD,2.0,18369632.662235126,45.590595,-94.0364318,4.8754326946516506e-05,41022.0,45.4560479,-94.2621619,MN,1996.0
6688,COLUMBIA,2.0,12930871.417550765,39.02944,-92.228194,2.6593269243554458e-05,75207.0,38.863548,-92.4334839,MO,1996.0
6689,SPRINGFIELD,10.0,12031605.590284366,37.2708071,-93.1786431,6.577908751249803e-05,152024.0,37.0874019,-93.414006,MO,1996.0
6690,KANSAS CITY,6.0,13668209.058182366,39.356662,-94.385522,1.708783431635847e-05,351127.0,38.827176,-94.765917,MO,1996.0
6691,SAINT LOUIS,2.0,12167338.10166259,38.774349,-90.166409,5.347007413625779e-06,374041.0,38.5318519,-90.320515,MO,1996.0
6692,GREAT FALLS,2.0,27957078.865586262,47.5498019,-111.19920890000002,8.697164724299878e-05,22996.0,47.459778,-111.4078209,MT,1996.0
6693,HELENA,2.0,27239891.81218297,46.627493,-111.948106,7.395082270290257e-05,27045.0,46.5592229,-112.083282,MT,1996.0
6694,CHAPEL HILL,2.0,8060850.9960066555,35.972366,-78.99541090000002,4.142416271411114e-05,48281.0,35.869552,-79.083171,NC,1996.0
6695,ATLANTIC CITY,2.0,8594850.92533026,39.4176778,-74.404054,5.412719891745602e-05,36950.0,39.335544,-74.501592,NJ,1996.0
6696,BRIGANTINE,4.0,8590364.60999113,39.444241,-74.3285609,0.00032995133217850366,12123.0,39.3705039,-74.421993,NJ,1996.0
6697,LINWOOD,4.0,8607534.276363716,39.368245,-74.5433828,0.00015836566632354107,25258.0,39.31944,-74.59612790000001,NJ,1996.0
6698,TEANECK,2.0,9158212.251132775,40.917079,-73.98738979999997,5.036895257763115e-05,39707.0,40.8598989,-74.03738790000001,NJ,1996.0
6699,MARLTON,2.0,8937847.409207713,39.9162399,-74.8971459,5.5037287762459066e-05,36339.0,39.884537,-74.957223,NJ,1996.0
6700,WILDWOOD,2.0,8508898.113022901,38.9987829,-74.8018961,0.00046468401486988845,4304.0,38.97688400000001,-74.8346181,NJ,1996.0
6701,IRVINGTON,2.0,9139718.409307713,40.7434,-74.20948890000003,3.211767917650271e-05,62271.0,40.7082901,-74.25628990000001,NJ,1996.0
6702,TURNERSVILLE,2.0,8910642.2025814,39.77822000000001,-75.0474791,4.5207956600361664e-05,44240.0,39.7554698,-75.081106,NJ,1996.0
6703,UNION CITY,2.0,9108173.87635206,40.782873,-74.0147979,3.5145678838786774e-05,56906.0,40.7506141,-74.0458598,NJ,1996.0
6704,EAST WINDSOR,2.0,9003020.875688374,40.301054,-74.481202,8.658758334054896e-05,23098.0,40.216653,-74.579463,NJ,1996.0
6705,TRENTON,10.0,9042782.304049306,40.248298,-74.728904,0.00028308563340410475,35325.0,40.183809,-74.819507,NJ,1996.0
6706,HIGHLAND PARK,2.0,9087041.756183479,40.5144639,-74.410895,0.00015349194167306216,13030.0,40.4882289,-74.4469859,NJ,1996.0
6707,NEW BRUNSWICK,6.0,9084153.309340071,40.50953300000001,-74.3924118,0.0001438710915020142,41704.0,40.467221,-74.48952390000002,NJ,1996.0
6708,PERTH AMBOY,2.0,9056199.10014695,40.544599,-74.24606899999998,4.890334254346285e-05,40897.0,40.494507,-74.2922261,NJ,1996.0
6709,PISCATAWAY,2.0,9118196.932504507,40.5971879,-74.4086819,4.054574573762848e-05,49327.0,40.50600900000001,-74.519503,NJ,1996.0
6710,SAYREVILLE,2.0,9042031.464543551,40.5093071,-74.243652,5.436259853220984e-05,36790.0,40.416597,-74.38615809999997,NJ,1996.0
6711,MONMOUTH JUNCTION,2.0,9062544.385311816,40.3990019,-74.5210391,7.403020432336393e-05,27016.0,40.368921,-74.568167,NJ,1996.0
6712,SOUTH RIVER,2.0,9050143.209118804,40.4638781,-74.353585,0.00014282653717060629,14003.0,40.4289459,-74.403543,NJ,1996.0
6713,HAZLET,2.0,8991164.76131218,40.448555,-74.1312869,8.652015919709292e-05,23116.0,40.405025,-74.2123229,NJ,1996.0
6714,KEYPORT,2.0,9001853.188752031,40.4473839,-74.183532,0.00032378177108628785,6177.0,40.4226119,-74.218062,NJ,1996.0
6715,ASBURY PARK,2.0,8861825.636953313,40.2312219,-73.9946809,8.764625969586748e-05,22819.0,40.213125,-74.0272561,NJ,1996.0
6716,BOONTON,2.0,9262944.703062931,40.91778400000001,-74.3832931,0.00022737608003638017,8796.0,40.8915669,-74.426537,NJ,1996.0
6717,EAST HANOVER,2.0,9215811.751502484,40.8495859,-74.3256179,0.00019347973299796846,10337.0,40.791424,-74.41124,NJ,1996.0
6718,KINNELON,2.0,9294197.189858163,41.0287591,-74.32979379999998,0.0002192982456140351,9120.0,40.946298,-74.42964190000002,NJ,1996.0
6719,LAKEWOOD,2.0,8841990.546566239,40.120394,-74.151111,4.287888857920803e-05,46643.0,40.023834,-74.258899,NJ,1996.0
6720,SURF CITY,2.0,8653551.50639751,39.672108,-74.15686590000001,0.0014419610670511895,1387.0,39.6516669,-74.18161590000003,NJ,1996.0
6721,WAYNE,2.0,9242247.302863419,41.014063,-74.19554090000003,4.0277917631658445e-05,49655.0,40.882871,-74.2891859,NJ,1996.0
6722,NESHANIC,2.0,9156656.73615283,40.5063661,-74.7038757,6.423226386613996e-05,31137.0,40.4893964,-74.7358905,NJ,1996.0
6723,ELIZABETH,2.0,9101680.325871436,40.690428,-74.13670309999998,1.8617293604028783e-05,107427.0,40.63263,-74.2542161,NJ,1996.0
6724,UNION,2.0,9134869.156306513,40.7222679,-74.222252,3.8753681599751974e-05,51608.0,40.670169,-74.3122259,NJ,1996.0
6725,PHILLIPSBURG,2.0,9356760.106223967,40.7064979,-75.1602089,0.00012489851995253857,16013.0,40.6661719,-75.2039209,NJ,1996.0
6726,ALBUQUERQUE,14.0,14005805.307967983,35.2180539,-106.4711629,3.28071688350643e-05,426736.0,34.946765899999995,-106.881796,NM,1996.0
6727,SILVER CITY,4.0,12588639.924791662,32.8107071,-108.2239759,0.0003356549467147772,11917.0,32.7352649,-108.298858,NM,1996.0
6728,LOS ALAMOS,2.0,14553865.614350699,35.913289,-106.24539509999998,0.00010426985037276472,19181.0,35.8705559,-106.33468700000002,NM,1996.0
6729,SANTA FE,4.0,14301482.246777156,35.75400889999999,-105.894186,6.178274099130408e-05,64743.0,35.61097789999999,-106.0718861,NM,1996.0
6730,LAS VEGAS,6.0,17455270.99842162,36.380623,-115.062072,7.217584923908611e-06,831303.0,36.1296229,-115.414625,NV,1996.0
6731,RENO,2.0,22477138.245224856,39.723436,-119.6993449,1.253454834888662e-05,159559.0,39.3924261,-120.0023379,NV,1996.0
6732,ALBANY,4.0,9918440.745588575,42.7223788,-73.723263,3.812464853839629e-05,104919.0,42.61379,-73.898099,NY,1996.0
6733,MINEOLA,2.0,9004115.731652014,40.7599919,-73.6207359,1.9451941546915653e-06,1028175.0,40.7368479,-73.657912,NY,1996.0
6734,NEW YORK CITY,124.0,9064445.07767924,40.9175771,-73.70027209999998,1.6894667470707507e-05,7339594.0,40.47739910000001,-74.2590899,NY,1996.0
6735,YAPHANK,8.0,8867499.608496075,40.8670609,-72.88435109999998,6.566882881285533e-06,1218234.0,40.7965839,-72.9742571,NY,1996.0
6736,ITHACA,2.0,10541691.082995594,42.4670791,-76.469803,6.833868653044489e-05,29266.0,42.41832700000001,-76.5269469,NY,1996.0
6737,DOBBS FERRY,2.0,9177802.374302737,41.024792,-73.8453339,0.0001953506544246923,10238.0,40.9979889,-73.893579,NY,1996.0
6738,YORKTOWN HEIGHTS,2.0,9273160.984048652,41.306717,-73.761101,5.9094669660796596e-05,33844.0,41.235383,-73.80906379999998,NY,1996.0
6739,LAKEWOOD,6.0,11515560.234279463,41.500048,-81.7685719,0.00010448229025180232,57426.0,41.4632469,-81.8439821,OH,1996.0
6740,PAINESVILLE,6.0,11494984.001876898,41.753833,-81.2138498,0.00015227653418608191,39402.0,41.6995439,-81.292526,OH,1996.0
6741,KETTERING,2.0,11160210.837752149,39.736801,-84.10032690000001,3.3481208671633047e-05,59735.0,39.6546169,-84.214729,OH,1996.0
6742,CINCINNATI,4.0,10946750.466363082,39.2207591,-84.36875479999998,1.1097024055573896e-05,360457.0,39.051921,-84.71204809999998,OH,1996.0
6743,CLEVELAND,4.0,11495983.074018108,41.604436,-81.5327439,8.06371951158051e-06,496049.0,41.390628,-81.878976,OH,1996.0
6744,COLUMBUS,26.0,11010286.317371372,40.1572719,-82.77137809999998,4.060615620563582e-05,640297.0,39.808631,-83.21027990000002,OH,1996.0
6745,TULSA,2.0,12014254.536669917,36.336506,-95.6815429,5.346135545920632e-06,374102.0,35.968097,-96.074478,OK,1996.0
6746,BARTLESVILLE,2.0,12385186.425524691,36.783389,-95.889793,5.868028049174075e-05,34083.0,36.572063,-96.012763,OK,1996.0
6747,LAKE OSWEGO,4.0,31044603.71714848,45.44035020000001,-122.6432012,0.00011627906976744187,34400.0,45.3823777,-122.7478028,OR,1996.0
6748,ASTORIA,2.0,32709215.782237835,46.2129049,-123.7384949,0.00018908953389429895,10577.0,46.1701319,-123.891331,OR,1996.0
6749,GRANTS PASS,2.0,27388933.59045117,42.4716029,-123.287917,3.84563616436249e-05,52007.0,42.389854,-123.3939979,OR,1996.0
6750,EUGENE,14.0,29429029.508199193,44.1326199,-123.036699,0.0001277127557675993,109621.0,43.9887109,-123.208402,OR,1996.0
6751,ALBANY,2.0,30174746.61505157,44.676747,-123.032518,6.060789720900633e-05,32999.0,44.5776241,-123.1474031,OR,1996.0
6752,SALEM,4.0,30558951.39372565,45.0123409,-122.9337039,3.800041800459805e-05,105262.0,44.853642,-123.12271090000002,OR,1996.0
6753,PORTLAND,52.0,31203265.33711644,45.65288560000001,-122.47196409999998,0.00011135618990513309,466970.0,45.4325405,-122.83669009999998,OR,1996.0
6754,LA GRANDE,2.0,28644924.56752957,45.3460169,-118.0530759,0.00015164151944802487,13189.0,45.3022679,-118.1166949,OR,1996.0
6755,HARRISBURG,4.0,9590826.821743215,40.326688,-76.836394,7.37259238779836e-05,54255.0,40.237601,-76.92445699999998,PA,1996.0
6756,PITTSBURGH,12.0,10456899.17305649,40.501368,-79.8657231,3.386883728281608e-05,354308.0,40.3613689,-80.09527790000001,PA,1996.0
6757,WARWICK,4.0,8869803.714219047,41.7683329,-71.32566700000002,4.6668455624132255e-05,85711.0,41.629397,-71.51891309999998,RI,1996.0
6758,NEWPORT,2.0,8755561.898041226,41.523208,-71.285892,8.318083513558476e-05,24044.0,41.448967,-71.3634478,RI,1996.0
6759,PROVIDENCE,2.0,8919878.082997719,41.86157100000001,-71.3696939,1.3350689229331464e-05,149805.0,41.77241400000001,-71.472667,RI,1996.0
6760,FLORENCE,2.0,7434314.377097555,34.22983,-79.7170199,6.117143294081663e-05,32695.0,34.1106179,-79.8721801,SC,1996.0
6761,PAMPLICO,2.0,7317752.36897338,34.011748,-79.553242,0.0014781966001478197,1353.0,33.9804929,-79.59049379999998,SC,1996.0
6762,YORK,2.0,8080368.228971654,35.0295751,-81.19376199999998,0.0002603488674824265,7682.0,34.957657,-81.270195,SC,1996.0
6763,SIOUX FALLS,2.0,17744330.38093257,43.6163641,-96.6511341,9.345357693565721e-05,21401.0,43.465702,-96.840384,SD,1996.0
6764,KNOXVILLE,2.0,9107062.780522991,36.067428,-83.68854300000002,1.1490686798349937e-05,174054.0,35.8494959,-84.161622,TN,1996.0
6765,SPRING HILL,2.0,9652618.552771252,35.794973,-86.856622,0.0006772773450728074,2953.0,35.6900889,-86.9906429,TN,1996.0
6766,ATLANTA,2.0,9725866.679811914,33.145496,-94.123227,0.00030783438510081576,6497.0,33.0841039,-94.2296559,TX,1996.0
6767,NEW BRAUNFELS,2.0,8496884.609626291,29.775557,-98.0275448,6.168460660642137e-05,32423.0,29.630528700000006,-98.2454169,TX,1996.0
6768,GATESVILLE,2.0,9443028.821710844,31.49235,-97.6941328,0.00016046213093709883,12464.0,31.3851589,-97.7942751,TX,1996.0
6769,CARROLLTON,2.0,10216641.910566272,33.0547039,-96.8384611,3.8473376423514926e-05,51984.0,32.918028,-96.9601349,TX,1996.0
6770,WAXAHACHIE,2.0,9850874.623805335,32.494405,-96.7458521,9.804882831650162e-05,20398.0,32.3165751,-96.9635529,TX,1996.0
6771,EL PASO,2.0,11461049.585053006,32.001481,-106.2131129,3.3170191275907993e-06,602951.0,31.620785100000006,-106.6359219,TX,1996.0
6772,AMARILLO,2.0,12843033.406467136,35.29447490000001,-101.6536839,1.993739657475527e-05,100314.0,35.109459,-101.956197,TX,1996.0
6773,ARLINGTON,4.0,10090061.15343439,32.8171209,-97.037008,1.3394411851375606e-05,298632.0,32.5865651,-97.2338181,TX,1996.0
6774,AZLE,2.0,10306467.001427304,32.960232899999994,-97.508716,0.0002338907730090048,8551.0,32.859836,-97.591213,TX,1996.0
6775,FORT WORTH,14.0,10182903.23338004,33.0493109,-97.033715,2.9771144955704788e-05,470254.0,32.552315,-97.5449229,TX,1996.0
6776,HURST,2.0,10188047.897490889,32.889239,-97.1372579,5.4504823676895406e-05,36694.0,32.804219,-97.2123879,TX,1996.0
6777,NORTH RICHLAND HILLS,2.0,10206934.716052411,32.911518900000004,-97.185923,3.464163231371462e-05,57734.0,32.808746,-97.2645129,TX,1996.0
6778,WHITE SETTLEMENT,2.0,10193693.876214772,32.78516389999999,-97.429214,0.0001164551065564225,17174.0,32.7377721,-97.480087,TX,1996.0
6779,AUSTIN,40.0,8777063.340666227,30.5168629,-97.5684199,0.00035103115401491884,113950.0,30.0986589,-97.9383829,TX,1996.0
6780,DALLAS,26.0,10078850.477005193,33.0237921,-96.4637379,2.6169605211374922e-05,993519.0,32.617537,-96.999347,TX,1996.0
6781,HOUSTON,14.0,8090816.402631576,30.1107319,-95.014496,7.900039669484912e-06,1772143.0,29.523624,-95.7880869,TX,1996.0
6782,PROVO,2.0,20198516.385938257,40.328871,-111.5368551,2.155474366021102e-05,92787.0,40.18579879999999,-111.7409621,UT,1996.0
6783,ARLINGTON,4.0,8986749.107431326,38.934343,-77.032143,2.2487196352576752e-05,177879.0,38.82729000000001,-77.1721691,VA,1996.0
6784,ALEXANDRIA,2.0,8953784.200443791,38.845011,-77.03728790000002,1.7391909283801177e-05,114996.0,38.785216,-77.144359,VA,1996.0
6785,DERBY,2.0,10510968.399849202,45.006369,-72.0521689,0.0002861230329041488,6990.0,44.8645629,-72.24673990000002,VT,1996.0
6786,SHAFTSBURY,2.0,9900784.884646334,43.030716,-73.140489,8.835092989353712e-05,22637.0,42.93178,-73.27474190000002,VT,1996.0
6787,KENNEWICK,2.0,30316197.883431736,46.24046679999999,-119.08742,4.015257980325236e-05,49810.0,46.160174100000006,-119.2666989,WA,1996.0
6788,VANCOUVER,2.0,31316204.332266666,45.6976919,-122.4644968,9.30046548829769e-06,215043.0,45.5785824,-122.7732739,WA,1996.0
6789,BATTLE GROUND,2.0,31465386.580811344,45.80634129999999,-122.5007352,0.00037537537537537537,5328.0,45.7457969,-122.5794235,WA,1996.0
6790,CAMAS,4.0,31176691.61795063,45.6564274,-122.3672608,0.0004570906182150611,8751.0,45.5636178,-122.4742147,WA,1996.0
6791,SEATTLE,30.0,33931261.77733496,47.734145,-122.2244331,6.164987392600782e-05,486619.0,47.4919119,-122.4596959,WA,1996.0
6792,BELLEVUE,2.0,33803916.64449621,47.660897,-122.0793321,2.2926840452117295e-05,87234.0,47.53461400000001,-122.222931,WA,1996.0
6793,RENTON,2.0,33658995.19709083,47.53982,-122.12048529999998,4.4368524968387425e-05,45077.0,47.4229841,-122.2548829,WA,1996.0
6794,CENTRALIA,2.0,33011032.814110138,46.7575269,-122.92297109999998,0.0001528584530724549,13084.0,46.6915529,-123.0088088,WA,1996.0
6795,BUCKLEY,2.0,33120513.002729442,47.17597,-121.9933259,0.0005227391531625719,3826.0,47.1486779,-122.0592299,WA,1996.0
6796,CHENEY,2.0,31178889.457665004,47.5139779,-117.5485679,0.00021781746896101068,9182.0,47.464835,-117.611539,WA,1996.0
6797,SPOKANE,2.0,31330430.871689677,47.758489,-117.3038439,1.00182331843956e-05,199636.0,47.5871919,-117.520456,WA,1996.0
6798,OLYMPIA,6.0,33418142.841087457,47.078086,-122.82313909999998,0.00014585764294049007,41136.0,47.0005809,-122.9645981,WA,1996.0
6799,BELLINGHAM,4.0,35645536.143531404,48.818784,-122.3980489,6.762582630306515e-05,59149.0,48.68784,-122.5245711,WA,1996.0
6800,MADISON,4.0,14838374.246304074,43.171916,-89.246452,2.0245783815520417e-05,197572.0,42.998071,-89.5663889,WI,1996.0
6801,RACINE,2.0,14080732.486707835,42.78147,-87.7599461,9.107053412868267e-05,21961.0,42.6780169,-87.875734,WI,1996.0
6802,WHITEWATER,2.0,14447955.505791178,42.85729600000001,-88.69811999999997,0.00018962738219398882,10547.0,42.81205300000001,-88.777142,WI,1996.0
6803,WEST MEMPHIS,2.0,10051756.426184442,35.208956,-90.1174099,7.06938602382383e-05,28291.0,35.0845239,-90.29517,AR,2004.0
6804,ASH FLAT,2.0,11017633.942985786,36.259406,-91.587515,0.00015738117721120554,12708.0,36.207506,-91.628962,AR,2004.0
6805,GILBERT,4.0,13847258.517234175,33.3857919,-111.686071,2.6757105683878175e-05,149493.0,33.2046378,-111.841854,AZ,2004.0
6806,MESA,6.0,13924177.13379701,33.513376,-111.580636,1.3482964274638994e-05,445006.0,33.2776239,-111.894881,AZ,2004.0
6807,PHOENIX,30.0,14196597.356753627,33.92057,-111.926046,2.0994098558895094e-05,1428973.0,33.2902598,-112.324056,AZ,2004.0
6808,SCOTTSDALE,2.0,14187717.290112123,33.900393,-111.756092,8.914364160690328e-06,224357.0,33.448029,-111.9608161,AZ,2004.0
6809,TEMPE,2.0,13968796.93146413,33.463984,-111.8772261,1.2230844967924608e-05,163521.0,33.3198608,-111.978976,AZ,2004.0
6810,KINGMAN,2.0,16134917.437008495,35.287331,-113.936148,8.495094083166971e-05,23543.0,35.1739229,-114.094733,AZ,2004.0
6811,TUCSON,16.0,12712923.348617868,32.3201661,-110.708204,3.062277147565394e-05,522487.0,31.9916539,-111.059406,AZ,2004.0
6812,PRESCOTT,4.0,15135682.88983042,34.679837899999995,-112.3777821,5.001000200040008e-05,79984.0,34.512494000000004,-112.529959,AZ,2004.0
6813,ALAMEDA,2.0,21313677.963429533,37.8016646,-122.2232768,2.7535693142235625e-05,72633.0,37.7071099,-122.3405153,CA,2004.0
6814,ALBANY,4.0,21476687.658789072,37.8989639,-122.28157579999998,0.00024112363614443307,16589.0,37.8695715,-122.3738282,CA,2004.0
6815,BERKELEY,8.0,21452598.62368211,37.9066895,-122.2341961,7.749985468777246e-05,103226.0,37.8356375,-122.3686793,CA,2004.0
6816,NEWARK,2.0,20963741.580113947,37.563682299999996,-121.9877904,4.593582764877466e-05,43539.0,37.477631,-122.070899,CA,2004.0
6817,WALNUT CREEK,2.0,21387060.28779948,37.946022,-121.9804709,3.034763212600337e-05,65903.0,37.842425,-122.099975,CA,2004.0
6818,FRESNO,18.0,19418820.320273217,36.908905,-119.6546399,3.941637487600265e-05,456663.0,36.6621619,-119.934483,CA,2004.0
6819,BAKERSFIELD,4.0,17672103.700396404,35.4479751,-118.7723409,1.2373251504896714e-05,323278.0,35.193979,-119.265033,CA,2004.0
6820,MONTEREY PARK,28.0,16179013.66662343,34.071675,-118.0934759,2.6672102695215977e-05,1049786.0,34.027181,-118.169849,CA,2004.0
6821,WEST HOLLYWOOD,20.0,16280352.914848804,34.098071000000004,-118.34338,0.0005382855604898399,37155.0,34.0763898,-118.395844,CA,2004.0
6822,LA VERNE,2.0,16152678.214825673,34.1636021,-117.747667,5.990534954771461e-05,33386.0,34.0861659,-117.8013919,CA,2004.0
6823,LONG BEACH,18.0,15949537.029658062,33.8854591,-118.063253,3.742631693852727e-05,480945.0,33.714957,-118.248966,CA,2004.0
6824,LOS ANGELES,88.0,16226715.225732833,34.3373061,-118.15528909999998,2.277422103106145e-05,3864018.0,33.7036519,-118.6681759,CA,2004.0
6825,MANHATTAN BEACH,2.0,16100591.994672796,33.906185,-118.3785991,5.491186645434078e-05,36422.0,33.87280379999999,-118.423686,CA,2004.0
6826,MONROVIA,2.0,16232053.367584787,34.194181,-117.941536,5.2037258677212886e-05,38434.0,34.102902,-118.022046,CA,2004.0
6827,PASADENA,2.0,16307583.348864947,34.251905,-118.06547890000002,1.4011293102240405e-05,142742.0,34.117036799999994,-118.19813909999998,CA,2004.0
6828,POMONA,2.0,16095453.779161721,34.1129359,-117.711067,1.282667949334616e-05,155925.0,34.018512,-117.828817,CA,2004.0
6829,SANTA MONICA,2.0,16248429.715220826,34.05056,-118.443426,2.2684224256240996e-05,88167.0,33.993161,-118.51808490000002,CA,2004.0
6830,SOUTH GATE,2.0,16090323.236646613,33.9662816,-118.156119,1.9978423302832942e-05,100108.0,33.909963899999994,-118.231505,CA,2004.0
